Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
2021-04-14,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Amansa Holdings, Carmignac, Falcon Edge Capital, Goldman Sachs, Think Investments",Series J,343000000.0,https://www.swiggy.com/
2021-04-14,Beldara,E-commerce,Global B2B marketplace,Mumbai,Hindustan Media Ventures,Venture,7400000.0,https://beldara.com/
2021-04-07,Groww,FinTech,Investment platform,Bengaluru,"MC Global Edtech, B Capital, Baron, others",Series D,83000000.0,https://groww.in/
2021-04-05,Meesho,E-commerce,Online reselling platform,Bengaluru,SoftBank Vision Fund 2,Series E,300000000.0,http://www.meesho.com/
2021-04-01,BYJU’S,Edu-tech,Online tutoring,Bengaluru,Innoven Capital,Series F,460000000.0,http://www.byjus.com/
2021-03-31,Uniphore,Technology,Conversational Service Automation (CSA),Palo Alto,Sorenson Capital Partners,Series D,140000000.0,http://uniphore.com/
2021-03-30,BYJU’S,Edu-tech,Online tutoring,Bengaluru,"MC Global Edtech, B Capital, Baron, others",Series F,460000000.0,http://www.byjus.com/
2021-03-30,Dunzo,E-commerce,Hyper-local delivery app,Bengaluru,Krishtal Advisors Pte Ltd,Series E,8000000.0,http://dunzo.in/
2021-03-26,DotPe,FinTech,Commerce and payments platform to offline enterprise businesses.,Gurgaon,PayU,Series A,27500000.0,https://dotpe.in/
2021-03-25,CityMall,E-commerce,Social ecommerce and online grocery platform,Gurgaon,Accel Partners,Series A,11000000.0,https://www.citymall.live/
2021-03-23,SkilloVilla,Edu-tech,Career and job-oriented upskilling.,Bengaluru,"Titan Capital, others",Seed,300000000.0,https://www.skillovilla.com/
2021-03-04,DealShare,E-commerce,Online shopping platform,"Jaipur, Rajasthan",Innoven Capital,Debt Financing,250000000.0,https://www.dealshare.in/
2021-02-22,Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,"Tiger Global, Kora",Venture,250000000.0,https://www.zomato.com/
2021-02-19,Fingerlix,Hospitality,Semi-cooked food delivery app,Mumbai,"Rhodium Trust, Accel Partners and Swiggy",Series C,2747045.2,https://www.fingerlix.com/
2021-02-17,Zolve,FinTech,Global Neobank Venture,Mumbai,Accel Partners and Lightspeed Venture Partners,Seed,15000000.0,https://zolve.com/
2021-02-15,KreditBee,Finance,Digital lending platform,Bengaluru,Azim Premji’s PremjiInvest and South Korea’s Mirae Asset Venture,Series C,75000000.0,https://www.kreditbee.in/
2021-02-12,Pepperfry,E-commerce,Multi-brand furniture brand,Mumbai,InnoVen Capital,Debt Financing,4773958.0,http://www.pepperfry.com/
2021-02-12,Grofers,E-Commerce,Online supermarket,Gurgaon,SoftBank Vision Fund (SVF),Unspecified,55000000.0,http://grofers.com/
2021-02-11,Doubtnut,Edu Tech,E-Learning Platform,Gurgaon,"SIG Global, Sequoia Capital, WaterBridge Ventures and ON Mauritius",Series B,2500000.0,http://www.doubtnut.com/
2021-02-09,Nothing,Technology,Consumer Technology Venture,London,GV,Series A,15000000.0,https://nothing.tech/
2021-02-09,SplashLearn,EdTech,Game-based learning programme,Gurgaon,Owl Ventures,Series C,18000000.0,https://www.splashlearn.com/
2021-01-28,Bombay Shaving Company,Consumer Goods Company,"Shave care, beard care, and skincare products",New Delhi,Reckitt Benckiser,Venture,6172258.5,https://www.bombayshavingcompany.com/
2021-01-19,Darwinbox,SaaS,HR Tech,Mumbai,Salesforce Ventures,Seed,15000000.0,https://darwinbox.com/
2021-01-19,DeHaat,AgriTech Startup,online marketplace for farm products and services,Patna,Prosus Ventures,Series C,30000000.0,http://agrevolution.in/
2021-01-18,mfine,Health Tech Startup,AI-powered telemedicine mobile app,Bengaluru,Heritas Capital Management,Venture Round,16000000.0,https://www.mfine.co/
2021-01-18,Udayy,EdTech,Online learning platform for kids in class 1-5,Gurgaon,Sequoia Capital ,Seed Funding,15000000.0,https://www.udayy.com/
2021-01-15,Digit Insurance,Financial Services,Insurance Services,Bengaluru,"A91 Partners, Faering Capital, TVS Capital Funds",Venture,18000000.0,https://godigit.com/
2021-01-13,Saveo,B2B E-commerce,Pharmacies,Bengaluru,"Matrix Partners India, RTP Global, others",Seed,4000000.0,https://www.saveo.in/
2021-01-11,True Elements,Food Startup,Whole Food plant based Nashta,Pune,SIDBI Venture Capital,Series,100000000.0,http://www.true-elements.com/
2020-12-22,Tax Buddy India,FinTech,Online tax adviser ,Mumbai,Zenith Global,Seed,1000000.0,https://www.taxbuddy.com/
2020-12-21,Pine Labs,Financial Services,Payment Solutions Provider,Noida,Lone Pine Capital,Secondary Market,,https://www.pinelabs.com/
2020-12-18,PagarBook,SaaS,Employee management platform ,Bengaluru,Sequoia Capital ,Series A,15000000.0,https://pagarbook.com/
2020-12-15,Zenoti,Technology Provider,Cloud-based software provider for the spa and salon industries,Washington,Advent International,Series D,160000000.0,http://www.zenoti.com/
2020-12-15,Delhivery,Supply chain ,Transportation,Gurgaon,Steadview Capital ,Secondary Market,25000000.0,http://delhivery.com/
2020-12-15,Bira 91,Food and Beverage,Craft Beer ,New Delhi,"Nishant Mittal, Pankaj Chaddah and Shikha Sunil Chandak",Funding,1273634.07,https://www.bira91.com/
2020-11-30,CRED,Financial Services,Credit Card Behavior Services,Bengaluru,DST Global,Series C,80000000.0,https://www.cred.club/
2020-11-30,Codingal,EduTech,Online coding platform,Bengaluru,"Rebright Partners, Java Capital, and GSF Accelerator",Seed,560000.0,https://www.codingal.com/
2020-11-30,Credgenics,Fintech,Critical NPA reduction for Fintech lenders and banks,Gurgaon,"Venture Capital firm, Accel Partners and DMI Finance",Pre-Series A,3500000.0,https://www.credgenics.com/
2020-11-29,Bira 91,Food and Beverage,Craft Beer ,New Delhi,"Sofina, Sequoia Capital, Sixth Sense Ventures, Neoplux",Bridge Funding,3000000.0,https://www.bira91.com/
2020-11-27,Chumbak,Lifestyle,Gifting Startup,Bengaluru,Gaja Capital Fund (GCFII-A),Pre-series E,1001047.92,https://www.chumbak.com/
2020-11-25,Shipsy,SaaS,Software Automation Of Logistics,Gurgaon,"Sequoia Capital India’s Surge, Info Edge",Series A,6003806.0,http://shipsy.in/
2020-11-25,Cityflo,Transportation,App-based bus commute startup,Mumbai,Lightbox Ventures,Series A,7700000.0,https://https://https://cityflo.com///
2020-11-25,Unacademy,Edutech,Online Learning Platform,Bengaluru,"Tiger Global Management, Dragoneer Investment Group",Venture ,75000000.0,https://unacademy.com/
2020-11-24,Cashfree,FinTech,Payments and banking technology,Bengaluru,"Matrix Partners India, SAIF Partners, Ward Ferry Management and Bertelsmann India",Series B,35300000.0,http://www.cashfree.com/
2020-11-23,Country Delight,Dairy Tech,Milk delivery startup,Gurugram,Elevation Capital,Series C,25000000.0,https://countrydelight.in/
2020-10-28,FlexiLoans,FinTech,Digital Lending Platform,Mumbai,Falguni and Sanjay Nayar Family Office,Equity and Debt ,20160000.0,https://flexiloans.com/
2020-10-28,Betterplace,Digital Solutions,Blue Collar Workforce Management Platform,Bangalore,Jungle Ventures,Series B,10000000.0,https://www.betterplace.co.in/
2020-10-28,Nykaa,E-commerce,"Beauty, Fashion, Lifestyle, Wellness",Mumbai,Alia Bhatt,Personal Investment,,https://www.nykaa.com/
2020-10-28,CredAble,FinTech,Supply Chain Finance,Mumbai,Oaks Asset Management and V’Ocean Investment,Follow-On,4500000.0,https://www.credable.in/
2020-10-27,Origo,AgriTech,Agricultural Commodities Management,Gurgaon,Northern Arc Capital,Debt ,4700000.0,https://www.origoindia.com/
2020-10-27,FreshToHome,E-commerce,Food Delivery,Bangalore,"Corporation of Dubai (ICD), Ascent Capital, DFC, the Allana Group
",Series C,121000000.0,https://www.freshtohome.com/
2020-10-27,GetVantage,FinTech,Revenue-Based Financing Platform,Mumbai,"Chiratae Ventures, Dream Incubators",Seed,5000000.0,https://getvantage.co/
2020-10-27,Origo,Advertising,Online Video Editing,Mumbai,Sequoia Capital India,Series A,15000000.0,https://make.invideo.io/save-50?utm_source=google&utm_medium=cpc&keyword=invideo&matchtype=e&creative=457487298390&placement=&device=c&gclid=CjwKCAjw0On8BRAgEiwAincsHFApJFLwBnhMZbiatURojG_qrQFid7gnQ7Y_8cGkr1cJFzx7Np-JABoCaykQAvD_BwE
2020-10-26,Hubilo,Information Technology,Virtual Events Platform,"Wilmington, Delaware, United States",Lightspeed Venture Partners,Seed,4500000.0,https://hubilo.com/
2020-10-21,Pocket FM,Information Technology,Audiobook & Podcast App,Bangalore,"Tencent, Times Group and Lightspeed India",Series A,5500000.0,https://www.pocketfm.in/
2020-10-15,Treebo Hotels,Hospitality,Budget Hospitality Chain,Bangalore,"Matrix Partners India, SAIF Partners, Ward Ferry Management and Bertelsmann India",,6000000.0,https://www.treebo.com/
2020-09-12,mCaffeine,Personal Care,Skincare & Haircare,Mumbai,"Amicus Capital Private Equity I LLP, Amicus Capital Partners India Fund I and RP-SG Venture Fund 1",Series B,3000000.0,https://www.mcaffeine.com/
2020-09-09,Hippo Video,Video Customer Experience(CX) Platform,Video Customer Experience(CX) Platform,"Newark, Delaware, United States of Amercia","Alpha Wave Incubation, Exfinity Venture Partners and existing backers. 
",Series A,4500000.0,https://www.hippovideo.io/
2020-09-09,Qshala,EduTech,Online Curiosity Platform for Kids,Bangalore,Rainmatter Capital,Angel,370000.0,https://www.qshala.com/
2020-09-08,Cell Propulsion,Automobile,Electric Mobility Solutions,Bangalore,growX Ventures and Micelio,pre-Series A,,http://www.cellpropulsion.com/idesktop.html
2020-09-08,Byju’s,EduTech,Online Tutoring,Bangalore,"Silver Lake, Tiger Global, General Atlantic and Owl Ventures
",Private Equity,500000000.0,https://byjus.com/
2020-09-07,Melorra,E-commerce,"Online Jewelry Store
",Bangalore,"Shadow Holdings, Lightbox.",Debt Financing,8900000.0,https://www.melorra.com/
2020-09-07,1mg,E-commerce,Online Pharmacy,Gurgaon,"Gaja Capital, Tata Capital, Partners Group",In Progress,100000000.0,https://www.1mg.com/
2020-09-03,Railofy,Transportation, WL & RAC protection platform,Mumbai,Chiratae Ventures,Seed,950000.0,https://www.railofy.com/home/v2?
2020-09-02,Winzo,Online Gaming,Online Gaming,New Delhi,"Kalaari Capital Partners, IndigoEdge Management Consultancy",Series B,15500000.0,https://www.winzogames.com/
2020-08-31,mfine,HealthTech,On-Demand Healthcare Services,Bangalore,Caretech Pte Inc,Series B,5400000.0,https://www.mfine.co/
2020-08-31,Apna,Human Resources,Recruitment Platform,Bangalore,Lightspeed India and Sequoia Capital India,Series A,8000000.0,https://apna.co/
2020-08-15,Practo,HealthTech,Health care and Wellness,Bangalore,"A1A Company
",Series F,32000000.0,https://www.practo.com/
2020-08-14,Niyo,FinTech,Financial Services,Bangalore,Niyo Solutions Inc.,,6000000.0,
2020-08-13,"HungerBox
",FoodTech,Online Food Delivery Service,Bangalore,"One97, Sabre Partners Trust, Pratithi Investment Trust, and Srihari Kumar",Series D1,1560000.0,https://hungerbox.com/
2020-08-13,Medlife,E-commerce,Online Pharmacy,Bangalore,Prasid Uno Family Trust and SC Credit Fund,,23000000.0,https://www.medlife.com/
2020-08-13,Eduvanz,FinTech,Financial Services,Mumbai,"Sequoia India, Unitus",Series A,5000000.0,
2020-08-12,Classplus,EduTech,"E-learning, Online Tutoring

",Noida,Falcon Edge,In Progress,15000000.0,
2020-08-11,Terra.do,EduTech,"Online Climate School, E-learning","Stanford, California, ","Stanford Angels and Entrepreneurs (India), BEENEXT Emerging Asia, Rainmatter Capital

",Seed,1400000.0,
2020-08-10,ZestMoney,FinTech,Financial Services,Bangalore,Primrose Hills Ventures,,10670000.0,
2020-08-07,FreshToHome,E-commerce,Food Delivery,Bangalore,Ascent Capital,Venture ,16200000.0,
2020-08-04,Dunzo,Hyper-local Logistics,Online Delivery Services,Bangalore,Existing Backers,In Progress,30000000.0,
2020-08-04,DrinkPrime,Water Purification,Water Purification,Bangalore,"Sequoia Surge, ON Mauritius",Pre-Series A,2880000.0,
2020-08-04,InVideo,Technology,Video Editor,Bangalore,Sequoia India,Series A,15000000.0,https://invideo.io
2020-08-03,CrowdPouch,FinTech,Financial Services,Bangalore,Elina Investments Pvt. Ltd,Angel,,
2020-07-16,Crio,EduTech,Learning Platform for Developers,Bangalore,021 Capital,pre-Series A,934160.0,https://www.crio.do/
2020-07-16,Vedantu,EduTech,Online Tutoring,Bangalore,Coatue Management,Series D,100000000.0,https://www.vedantu.com/
2020-07-15,Flipkart,E-commerce,E-commerce,Bangalore,"Walmart Inc
",M&A,1200000000.0,https://www.flipkart.com/
2020-07-15,PumPumPum,Automotive Rental,Used Car-leasing platform,Gurgaon,Early Adapters Syndicate,Seed,292800.0,
2020-07-14,goDutch,FinTech,Group Payments,Mumbai,"Matrix India,Y Combinator, Global Founders Capital, Soma Capital, and VentureSouq.",Seed,1700000.0,https://www.godutchpay.in/
2020-07-14,FLYX,OTT Player,Streaming Social Network,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,200000.0,
2020-07-13,Open Appliances Pvt. Ltd.,Information Technology,Internet-of-Things Security Solutions,Bangalore,Unicorn India Ventures,Venture-Series Unknown,500000.0,
2020-07-13,"Mystifly
",Airfare Marketplace," Ticketing, Airline Retailing, and Post-Ticketing Services ",Singapore and Bangalore,"Recruit Co. Ltd.

",pre-Series B,3300000.0,
2020-07-10,"gigIndia
",Marketplace,"Crowd Sourcing, Freelance",Pune,Incubate Fund India and Beyond Next Ventures,pre-Series A,974200.0,
2020-07-09,JetSynthesys,Gaming and Entertainment,"Gaming and Entertainment

",Pune,"Adar Poonawalla and Kris Gopalakrishnan.
",Venture-Series Unknown,400000.0,
2020-06-18,Drishti Technologies,Technology,"Artificial Intelligence, Video Analytics",Mumbai,"Sozo Ventures
",Series B,25000000.0,https://drishti.com/
2020-06-17,"Peppermint
",Industrial Robotics,Industrial Robotics,Mumbai,Venture Catalysts and Naveen Kshatriya,Seed,,https://www.getpeppermint.co/
2020-06-17,Stellaps,AgriTech,"Farming, Dairy Management Apps",Bangalore,"Stride Ventures
",Debt Financing,,https://www.stellapps.com/
2020-06-16,"Biomoneta
",BioTech,"HealthTech, Biotechnology Research",Bangalore,"Beyond Next Ventures, ArthaVida Ventures and Dr. Aniruddha Malpani
",Seed,,https://www.biomoneta.com/
2020-06-16,Jai Kisan,Rural FinTech,"AgriTech, Financial Services",Mumbai,Arkam Ventures and NABVENTURES Fund I,Pre-Series A,3934941.0,https://jai-kisan.com/
2020-06-15,"LetsTransport

",Logistics Solution Provider,"Logistics, Transportation, Travel",Bangalore,Stride Ventures,Venture - Series Unknown,1311647.0,https://letstransport.in/
2020-06-15,Sai Estate Management and Skills Institute,EdTech,"Education

",Mumbai,"Suniel Shetty
",Angel,,https://sai-estate.com//
2020-06-11,Myelin Foundry,Deep Tech AI,Artificial Intelligence,Bangalore,"Kris Gopalakrishnan’s family office — Pratithi.
",Seed,1000000.0,https://myelinfoundry.com/
2020-06-10,WayCool Foods,AgriTech,Food and Beverage,Chennai,Indusland Bank,Series C,5500000.0,https://waycool.in/
2020-06-10,Hapramp,"Block Chain, Cryptocurrency","Block Chain, Cryptocurrency",Gurugram,Anand Mahindra,Seed,1000000.0,https://hapramp.com/
2020-05-21,leap.club,Professional Network for Women,Professional Network for Women,Gurugram,"Whiteboard Capital (Sandeep Tandon’s VC fund), FirstCheque, Artha India Ventures, Sweta Rau (Founder, White Ventures), Amrish Rau (CEO Pinelabs, Founder Citrus Pay), Deepak Abbot (Former SVP, Paytm), and Harpreet Singh Grover (Co-founder, Co-Cubes) and others.
",Pre Seed,340000.0,https://leap.club/
2020-05-21,No Worry No Tension Healthcare (NWNT),Healthcare,"Emotional health and mental health wellness

",New Delhi,"Amit Burman, Chairman of Dabur India,
",Pre Series A,,http://www.nwnt.ai/
2020-05-20,"Khatabook
",Utility Solutions Provider,"Financial Services, Accounting, Payments. ",Bangalore,"B Capital Group, Sequoia India, Partners of DST Global, Tencent, GGV, RTP Global, Hummingbird Ventures, Falcon Edge Capital, Rocketship.vc, Unilever Ventures, Kevin Weil, Alexander Will, Kunal Shah, Kunal Bahl, and Rohit Bansal


",Series B,60000000.0,https://khatabook.com/
2020-05-20,Tring,Advertising,Celebrity Engagement Platform,Mumbai,"Tencent, Ark Impact, KoKalyan Krishnamurthy of Flipkart, Sujeet Kumar of Udaan, Gaurav Munjal of Unacademy, Keshav Sanghi of VentureWorks India, Roman Saini of Unacademy, Hemesh Singh of Unacademy, and Sumit Jain of Opentalk amongst others. 
",Angel,,https://www.tring.co.in/
2020-05-19,Vakilsearch,LegalTech,"Online professional services platform for lawyers, corporate bodies, and professionals in India.",Chennai,"Udaan co-founder, Sujeet Kumar",Series A,,https://vakilsearch.com/
2020-05-19,"Lendingkart
",FinTech,"Financial Services, Lending, Micro Lending.",Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient. 
",Series D,42000000.0,https://www.lendingkart.com/
2020-05-18,LetsTransport,Logistics Solution Provider,"Logistics, Transportation, Travel",Bangalore,InnoVen Capital,Venture - Series Unknown,1700000.0,https://letstransport.in/
2020-05-13,Magicpin,E-commerce,E-commerce,Gurugram,"Lightspeed Venture Partners, along with the participation of Moonstone Investments, WaterBridge Venture, The Bunting Family Private Fund, and Srivatsan Rajan
",Series C,4000000.0,https://magicpin.in/india/Pune/home/
2020-05-11,Nykaa,E-commerce,Cosmetic and Beauty Products,Mumbai,Steadview Capital,Series F,8800000.0,https://classplusapp.com/
2020-05-05,"Classplus

",EduTech,"e-learning, education solutions.",Noida,"RTP Global, lume Ventures, Sequoia Capital India's Surge, Spiral Ventures, and Strive.",Series A,9000000.0,https://classplusapp.com/
2020-04-15,"BigBasket
",E-commerce,Online Grocery Delivery,Bengaluru,Alibaba Group,Debt Financing,50000000.0,//www.bigbasket.com/”
2020-04-09,Vedantu,EduTech,Online Tutoring,Bengaluru,Legend Capital,Series C1,12560000.0,https://www.vedantu.com/
2020-04-08,Fingerlix,Food Delivery,Ready-to-Cook Food,Mumbai,"Accel, Zephyr Peacock, Swiggy, and RB Investments
",Series C,1800000.0,//www.fingerlix.com/”
2020-04-08,"Zupee
",Gaming,Gaming,Gurugram,"Matrix Partners India, Falcon Edge Capital, WestCap Group, Orios Venture Partners and Smile Group

",Series A,8000000.0,//www.zupee.in/”
2020-04-07,DeHaat,AgriTech,AgriTech,Patna,"Sequoia Capital India, FMO, Omnivore and AgFunder.",Series A,12000000.0,//agrevolution.in/”
2020-04-06,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets
",Series 1,43000000.0,
2020-04-02,Recko,Digital Reconcilation and Financial Services,AI-powered Reconciliation of Digital Transactions ,Bengaluru,Vertex Ventures Southeast Asia and India and Prime Venture Partners,Series A,6000000.0,//www.recko.io/”
2020-03-31,"Nykaa

",E-commerce,Cosmetic and Beauty Products,Mumbai, Steadview Capital,Series F,13000000.0,//www.nykaa.com/”
2020-03-13,CollegeKhabri,EduTech,Education,Bhopal,Vdiec Global,Angel,,https://collegekhabri.com/
2020-03-12,"FamPay
",Finance,Online Payment,Bengaluru,"Y Combinator, Venture Highway, Sequoia India, and GFC (Global Founders Capital). ",Seed,4700000.0,https://fampay.in/
2020-03-12,"Ola Electric
",Transport,Cab and Bike Taxi,Bengaluru,Pawan Munjal Family Trust,Series B,1000000.0,
2020-03-12,Mera Kisan ,Food Production,Organic Products,Pune,Ajinkya Rahane,Private Equity,,
2020-03-12,MultiLiving,Real Estate,Home Renting and Management ,Mumbai,Lodha Ventures,Series A,6000000.0,https://multiliving.co.in/
2020-03-06,"Paperboat
",E-commerce,Beverages and Snacks,Bengaluru,"Advent Management, A91 Emerging Fund, and Trifecta Venture.

",Debt Financing,4000000.0,http://www.paperboatdrinks.com/
2020-03-04,Soxytoes,E-commerce,Socks,Noida,Angel Networks,Angel,,https://soxytoes.com/
2020-03-02,Chqbook.com,Finance,Financial Services,Gurugram,Aavishkaar Capital,Series A,5000000.0,https://www.chqbook.com/
2020-02-19,Unacademy,EduTech,Online Tutoring,Bangalore,"General Atlantic, Sequoia Capital India, and Facebook",Series D,110000000.0,https://unacademy.com/
2020-02-18,MaxWholesale,E-commerce,B2B platform for groceries,New Delhi,IAN Fund and Al Falaj Investment Co,Series A,3000000.0,https://www.maxwholesale.in/
2020-02-14,Simsim,E-commerce,E-commerce,New Delhi,Accel Partners,Series B,8000000.0,https://simsim.in/home
2020-02-14,Friyey,Co-working Spaces,Co-working Spaces,Pune,Tarun Bhalla,Seed,,https://www.friyey.com/
2020-02-11,Moengage,Intelligent Marketing Cloud,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,25000000.0,https://www.moengage.com/
2020-02-11,Chaayos,Cafe,Tea,New Delhi,"Think Investment, Tiger Global, SAIF Partners, Integrated Capital and Neeraj Arora and Innoven Capital

",Series B,21500000.0,https://www.chaayos.com/
2020-02-10,"FirstCry
",E-commerce,Baby Products,Pune,Softbank Vision Fund,Series E,296000000.0,https://www.firstcry.com/
2020-02-10,Pepperfry,E-commerce,Furniture,Mumbai,Pidilite Industries,Series F,37000000.0,https://www.pepperfry.com/
2020-02-06,Dot,Information Technology and Services,Information Technology and Services,Gurgaon,PayU and Fosun RZ Capital,Seed,8000000.0,https://www.dotpe.in/
2020-02-05,AlphaVector,Transport,Bicycles,Mumbai,Avaana Capital and Titan Capital,Venture Series ,,https://www.frogcycles.in/
2020-02-05,WizKlub,EduTech,Online Tutoring,Bangalore,Incubate Fund India and Insitor Impact Asia Fund,Seed,1000000.0,https://wizklub.com/
2020-02-03,1mg,E-commerce,Medicine,Gurugram,Bill & Melinda Gates Foundation ,Venture Series,10000000.0,https://www.1mg.com/
2020-02-03,RACEnergy,Transportation,Electric Vehicle,Hyderabad,GrowX Ventures,Seed,,https://www.racenergy.in/
2020-02-03,Embibe,EduTech,AI based learning,Mumbai,Reliance Industries Limited (RIL),Venture Series,12625020.0,https://www.embibe.com/
2020-01-31,"Adonmo
",Advertising,Advertising,Hyderabad,BAce Capital,Pre-Series A,3000000.0,https://www.adonmo.com/
2020-01-31,DoubtNut,Education,Online Tutoring,Gurugram,Tencent Holdings,Series A,15000000.0,https://doubtnut.com/
2020-01-30,MultiplyMyLeads,Real Estate,Real Estate,New Delhi,Frontline Strategy Funds and SucSEED Venture Partners.,Venture Series,,https://www.multiplymyleads.com/
2020-01-13,Pando,Logistics,"Open-market, freight management platform",Chennai,Chiratae Ventures,Series A,9000000.0,https://www.pando.in/
2020-01-13,Shuttl,Transportation,App based shuttle service,Gurgaon,Susquehanna Growth Equity,Series C,8048394.0,http://shuttl.com/
2020-01-10,Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,Ant Financial,Private Equity Round,150000000.0,https://www.zomato.com/
2020-01-09,Mamaearth,E-commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,18358860.0,http://mamaearth.in/
2020-01-09,BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,200000000.0,http://byjus.com/
2020-01-02,Fashor,Fashion and Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,1800000.0,https://fashor.com/
2020-01-02,https://www.wealthbucket.in/,FinTech,Online Investment,New Delhi,Vinod Khatumal,Pre-series A,3000000.0,
2019-12-20,Lenskart.com,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,231000000.0,http://www.lenskart.com/
2019-12-17,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,"Paytm, NPTK, Sabre Partners and Neoplux",Series C,12000000.0,http://www.healthians.com/
2019-12-16,InCred,Finance,Non-Banking Financial Company,Mumbai,,Debt Funding,5900000.0,http://www.incred.com/
2019-12-16,Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,30000000.0,http://www.licious.in/
2019-12-14,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,2000000.0,https://trell.co/
2019-12-13,Rivigo,Technology,Logistics Services and Solutions,Gurgaon,"SAIF Partners, Spring Canter Investment Ltd.",Series F,20000000.0,http://rivigo.com/
2019-12-12,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,6000000.0,https://ecozensolutions.com/
2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0,https://www.reingames.com/
2019-12-06,CarDekho,E-Commerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,70000000.0,http://www.cardekho.com/
2019-12-03,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0,https://www.dhruvaspace.com/
2019-11-25,Paytm,FinTech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round ,1000000000.0,https://paytm.com/
2019-11-20,Aye Finance ,FinTech,Financial Services To MSMEs,Gurgaon,FinTech,Debt Funding,17411265.0,http://www.ayefin.com/
2019-11-20,Clumio,SaaS,Recovery software,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,135000000.0,http://www.clumio.com/
2019-11-19,Digital Mall Asia,E-Commerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,220000000.0,http://www.digitalmallofasia.com/
2019-11-19,Furtados School of Music,Education,Music Education,Tulangan, IAN Fund and DSG Consumer Partners,,200000000.0,http://furtadosschoolofmusic.com/
2019-11-18,Healthians,Health and Wellness,Healthcare services ,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,12000000.0,http://www.healthians.com/
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,15800000.0,https://www.medikabazaar.com/
2019-11-17,Burger Singh,Food and Beverage,Indian Burger Brand,Gurgaon,RB Investments,Venture,,http://burgersinghonline.com/
2019-11-15,Ninjacart,B2B Marketing,Agritech ,Bengaluru,Trifecta Capital Advisors,Debt Funding,26000000.0,http://ninjacart.com/
2019-11-15,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,283000000.0,http://www.vogo.in/
2019-11-14,Misters,Health and wellness,Men's Health and Wellness brand,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,486000.0,https://misters.in/en/
2019-11-13,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,1500000.0,http://sunstone.edu.in/
2019-11-13,Freshworks,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,150000000.0,https://www.freshworks.com/
2019-11-12,SuperGaming ,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,1300000.0,https://supergaming.net/
2019-11-11,eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,300000.0,http://www.ebikego.in/
2019-10-21,"The Man Company 
",Consumer Goods,Beauty and Grooming,Gurgaon,Ayushmann Khurana,Corporate Round,,http://www.themancompany.com/
2019-10-04,Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,45000000.0,http://dunzo.in/
2019-10-02,Udaan,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,585000000.0,https://udaan.com/
2019-09-05,FPL Technologies,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000.0,https://onescore.app/
2019-09-04,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,18000000.0,http://75f.io/
